raw_smiles,dataset,max_tanimoto_to_corpus_full,n_corpus_identical,n_corpus_neardup_0p95
[H]C1=C([H])[C@](N([H])[H])(C([H])([H])[H])C([H])([H])C1([H])[H],QM7,0.6818,0,0
[H]C1=C([H])C([H])([H])C([H])([H])O1,QM7,0.8125,0,0
[H]C1=C(C([H])([H])[H])OC([H])([H])C1([H])[H],QM7,1.0000,1,0
[H]C1=C([H])C([H])([H])[C@]([H])(C([H])([H])[H])O1,QM7,0.5238,0,0
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])O1,QM7,0.5000,0,0
[H]C1=C([H])[C@]([H])(C([H])([H])[H])C([H])([H])O1,QM7,1.0000,1,0
[H]O[C@@]1([H])C([H])=C([H])OC1([H])[H],QM7,0.5455,0,0
[H]C1=C([H])[C@]([H])(N([H])[H])C([H])([H])O1,QM7,0.4583,0,0
[H]C1=C([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])O1,QM7,0.5455,0,0
[H]C1=C(C([H])([H])[H])O[C@@]([H])(C([H])([H])[H])C1([H])[H],QM7,0.5833,0,0
[H]C1=C(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])O1,QM7,0.4815,0,0
[H]C([H])([H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])O1,QM7,0.5909,0,0
[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O1,QM7,0.5714,0,0
[H]O[C@@]1([H])C([H])=C(C([H])([H])[H])OC1([H])[H],QM7,0.5417,0,0
[H]C1=C(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])O1,QM7,0.4828,0,0
[H]O[C@@]1([H])C(C([H])([H])[H])=C([H])OC1([H])[H],QM7,0.5000,0,0
[H]C1=C(C([H])([H])[H])OC([H])([H])[C@@]1([H])C([H])([H])[H],QM7,1.0000,1,0
[H]C1=C([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])O1,QM7,0.5000,0,0
[H]O[C@@]1([H])C([H])=C([H])O[C@]1([H])C([H])([H])[H],QM7,0.7500,0,0
[H]O[C@]1(C([H])([H])[H])C([H])=C([H])OC1([H])[H],QM7,0.5833,0,0
[H]C([H])=C([H])C1=C([H])C([H])([H])C([H])([H])O1,QM7,0.5185,0,0
[H]C([H])=C([H])[C@]1([H])OC([H])=C([H])C1([H])[H],QM7,0.4333,0,0
[H]C#CC1=C([H])C([H])([H])C([H])([H])O1,QM7,0.4062,0,0
[H]C#C[C@]1([H])OC([H])=C([H])C1([H])[H],QM7,0.6000,0,0
[H]C1=C(C([H])([H])C([H])([H])[H])OC([H])([H])C1([H])[H],QM7,0.6087,0,0
[H]C1=C([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])O1,QM7,0.5833,0,0
[H]C([H])=C([H])C1=C([H])OC([H])([H])C1([H])[H],QM7,0.5833,0,0
[H]C([H])=C([H])[C@@]1([H])C([H])=C([H])OC1([H])[H],QM7,0.4348,0,0
[H]C#CC1=C([H])OC([H])([H])C1([H])[H],QM7,0.3871,0,0
[H]C#C[C@@]1([H])C([H])=C([H])OC1([H])[H],QM7,0.5833,0,0
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])O1,QM7,0.5926,0,0
[H]C1=C([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])O1,QM7,0.6000,0,0
[H]C1=C([H])C([H])([H])[C@]([H])(OC([H])([H])[H])O1,QM7,0.5833,0,0
[H]C1=C(OC([H])([H])[H])C([H])([H])C([H])([H])O1,QM7,0.5517,0,0
[H]C1=C([H])[C@]([H])(OC([H])([H])[H])C([H])([H])O1,QM7,1.0000,1,0
[H]C(=O)C1=C([H])C([H])([H])C([H])([H])O1,QM7,0.7083,0,0
[H]C(=O)[C@]1([H])OC([H])=C([H])C1([H])[H],QM7,0.5185,0,0
[H]OC([H])([H])C1=C([H])C([H])([H])C([H])([H])O1,QM7,0.6071,0,0
[H]OC([H])([H])[C@]1([H])OC([H])=C([H])C1([H])[H],QM7,1.0000,1,0
[H]C(=O)C1=C([H])OC([H])([H])C1([H])[H],QM7,1.0000,1,0
[H]C(=O)[C@@]1([H])C([H])=C([H])OC1([H])[H],QM7,0.6000,0,0
[H]OC([H])([H])C1=C([H])OC([H])([H])C1([H])[H],QM7,0.4828,0,0
[H]OC([H])([H])[C@@]1([H])C([H])=C([H])OC1([H])[H],QM7,0.5833,0,0
[H]C1=C(C([H])([H])[H])OC([H])([H])[C@@]1([H])N([H])[H],QM7,0.5417,0,0
[H]C1=C(C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])O1,QM7,0.4483,0,0
[H]C1=C([H])[C@](N([H])[H])(C([H])([H])[H])C([H])([H])O1,QM7,0.4444,0,0
[H]C1=C([H])[C@]([H])(N([H])[H])[C@@]([H])(C([H])([H])[H])O1,QM7,0.6818,0,0
[H]C1=C([H])[C@]([H])(N([H])C([H])([H])[H])C([H])([H])O1,QM7,0.4583,0,0
[H]C1=C(C#N)OC([H])([H])C1([H])[H],QM7,0.4286,0,0
[H]C1=C([H])C([H])([H])[C@]([H])(C#N)O1,QM7,0.4000,0,0
[H]C1=C(C([H])([H])N([H])[H])OC([H])([H])C1([H])[H],QM7,1.0000,1,0
[H]C1=C([H])C([H])([H])[C@]([H])(C([H])([H])N([H])[H])O1,QM7,1.0000,1,0
[H]C1=C(C#N)C([H])([H])C([H])([H])O1,QM7,0.3939,0,0
[H]C1=C([H])[C@]([H])(C#N)C([H])([H])O1,QM7,1.0000,1,0
[H]C1=C(C([H])([H])N([H])[H])C([H])([H])C([H])([H])O1,QM7,0.4828,0,0
[H]C1=C([H])[C@]([H])(C([H])([H])N([H])[H])C([H])([H])O1,QM7,1.0000,1,0
[H]c1oc([H])c([H])c1[H],QM7,1.0000,1,0
[H]c1oc(C([H])([H])[H])c([H])c1[H],QM7,0.9375,0,0
[H]c1oc([H])c(C([H])([H])[H])c1[H],QM7,0.9375,0,0
[H]Oc1oc([H])c([H])c1[H],QM7,0.8824,0,0
[H]Oc1c([H])oc([H])c1[H],QM7,1.0000,1,0
[H]c1oc(N([H])[H])c([H])c1[H],QM7,0.9375,0,0
[H]c1oc([H])c(N([H])[H])c1[H],QM7,0.5556,0,0
[H]c1c(C([H])([H])[H])oc(C([H])([H])[H])c1[H],QM7,1.0000,1,0
[H]Oc1oc(C([H])([H])[H])c([H])c1[H],QM7,0.5882,0,0
[H]c1oc(C([H])([H])[H])c(C([H])([H])[H])c1[H],QM7,1.0000,1,0
[H]Oc1oc([H])c([H])c1C([H])([H])[H],QM7,0.5238,0,0
[H]Oc1c([H])oc(C([H])([H])[H])c1[H],QM7,0.6538,0,0
[H]c1oc([H])c(C([H])([H])[H])c1C([H])([H])[H],QM7,0.9167,0,0
[H]Oc1c([H])oc([H])c1C([H])([H])[H],QM7,0.6087,0,0
[H]c1oc(C([H])([H])[H])c([H])c1C([H])([H])[H],QM7,0.9375,0,0
[H]Oc1oc([H])c(C([H])([H])[H])c1[H],QM7,0.5417,0,0
[H][C]([H])c1oc([H])c([H])c1[C]([H])[H],QM7,0.3684,0,0
[H]Oc1c(C([H])([H])[H])oc([H])c1[H],QM7,0.5238,0,0
[H][C]([H])c1oc([C]([H])[H])c([H])c1[H],QM7,0.3333,0,0
[H]c1oc(C([H])([H])C([H])([H])[H])c([H])c1[H],QM7,0.8182,0,0
[H]C([H])=C([H])c1oc([H])c([H])c1[H],QM7,0.9000,0,0
[H]C#Cc1oc([H])c([H])c1[H],QM7,0.5652,0,0
[H]c1oc([H])c(C([H])([H])C([H])([H])[H])c1[H],QM7,0.8182,0,0
[H]C([H])=C([H])c1c([H])oc([H])c1[H],QM7,0.9000,0,0
[H]C#Cc1c([H])oc([H])c1[H],QM7,0.4800,0,0
[H]c1oc(OC([H])([H])[H])c([H])c1[H],QM7,0.6522,0,0
[H]c1oc([H])c(OC([H])([H])[H])c1[H],QM7,1.0000,1,0
[H]OC([H])([H])c1oc([H])c([H])c1[H],QM7,1.0000,1,0
[H]C(=O)c1oc([H])c([H])c1[H],QM7,0.9474,0,0
[H]OC([H])([H])c1c([H])oc([H])c1[H],QM7,0.6667,0,0
[H]C(=O)c1c([H])oc([H])c1[H],QM7,0.6667,0,0
[H]c1c(N([H])[H])oc(C([H])([H])[H])c1[H],QM7,0.5882,0,0
[H]c1oc(C([H])([H])[H])c([H])c1N([H])[H],QM7,1.0000,1,0
[H]c1oc(N([H])[H])c(C([H])([H])[H])c1[H],QM7,0.5862,0,0
[H]c1oc([H])c(C([H])([H])[H])c1N([H])[H],QM7,0.5556,0,0
[H]c1oc(N([H])[H])c([H])c1C([H])([H])[H],QM7,0.9444,0,0
[H]c1oc(C([H])([H])[H])c(N([H])[H])c1[H],QM7,0.5238,0,0
[H]c1oc(N([H])C([H])([H])[H])c([H])c1[H],QM7,0.6500,0,0
[H]c1oc([H])c(N([H])C([H])([H])[H])c1[H],QM7,0.9474,0,0
[H]c1c(N([H])[H])oc(N([H])[H])c1[H],QM7,1.0000,1,0
[H]Oc1oc(N([H])[H])c([H])c1[H],QM7,0.5882,0,0
[H]c1oc(N([H])[H])c(N([H])[H])c1[H],QM7,0.5000,0,0
[H]Oc1oc([H])c([H])c1N([H])[H],QM7,0.4615,0,0
[H]Oc1c([H])oc(N([H])[H])c1[H],QM7,0.4783,0,0
[H]c1oc([H])c(N([H])[H])c1N([H])[H],QM7,0.5000,0,0
[H]Oc1c([H])oc([H])c1N([H])[H],QM7,0.5556,0,0
[H]c1oc(N([H])[H])c([H])c1N([H])[H],QM7,0.5238,0,0
[H]Oc1oc([H])c(N([H])[H])c1[H],QM7,0.4783,0,0
[H]Oc1c(N([H])[H])oc([H])c1[H],QM7,0.5217,0,0
[H]c1oc(C([H])([H])N([H])[H])c([H])c1[H],QM7,0.9474,0,0
[H]c1oc(C#N)c([H])c1[H],QM7,0.9474,0,0
[H]c1oc([H])c(C([H])([H])N([H])[H])c1[H],QM7,0.5652,0,0
[H]c1oc([H])c(C#N)c1[H],QM7,0.6538,0,0
[H]c1sc([H])c([H])c1[H],QM7,1.0000,2,0
[H]c1sc(C([H])([H])[H])c([H])c1[H],QM7,0.9375,0,0
[H]c1sc([H])c(C([H])([H])[H])c1[H],QM7,0.7500,0,0
[H]c1sc(N([H])[H])c([H])c1[H],QM7,0.9375,0,0
[H]c1sc([H])c(N([H])[H])c1[H],QM7,0.5357,0,0
[H]Oc1sc([H])c([H])c1[H],QM7,0.9375,0,0
[H]Oc1c([H])sc([H])c1[H],QM7,1.0000,1,0
[H]c1c(C([H])([H])[H])sc(C([H])([H])[H])c1[H],QM7,0.7857,0,0
[H]c1c(N([H])[H])sc(C([H])([H])[H])c1[H],QM7,0.5000,0,0
[H]Oc1sc(C([H])([H])[H])c([H])c1[H],QM7,0.5000,0,0
[H]c1sc(C([H])([H])[H])c([H])c1N([H])[H],QM7,0.5238,0,0
[H]Oc1c([H])sc(C([H])([H])[H])c1[H],QM7,0.5238,0,0
[H]c1sc(C([H])([H])[H])c(C([H])([H])[H])c1[H],QM7,0.9375,0,0
[H]c1sc(N([H])[H])c(C([H])([H])[H])c1[H],QM7,1.0000,1,0
[H]Oc1sc([H])c([H])c1C([H])([H])[H],QM7,0.5667,0,0
[H]c1sc([H])c(C([H])([H])[H])c1C([H])([H])[H],QM7,0.7857,0,0
[H]c1sc([H])c(C([H])([H])[H])c1N([H])[H],QM7,0.9412,0,0
[H]Oc1c([H])sc([H])c1C([H])([H])[H],QM7,0.5000,0,0
[H]c1sc(C([H])([H])[H])c([H])c1C([H])([H])[H],QM7,0.7143,0,0
[H]c1sc(N([H])[H])c([H])c1C([H])([H])[H],QM7,0.9444,0,0
[H]Oc1sc([H])c(C([H])([H])[H])c1[H],QM7,1.0000,1,0
[H]c1sc(C([H])([H])[H])c(N([H])[H])c1[H],QM7,0.5000,0,0
[H]Oc1c(C([H])([H])[H])sc([H])c1[H],QM7,0.5200,0,0
[H]C([H])=C([H])c1sc([H])c([H])c1[H],QM7,0.8182,0,0
[H]C#Cc1sc([H])c([H])c1[H],QM7,0.5417,0,0
[H]c1sc(C([H])([H])C([H])([H])[H])c([H])c1[H],QM7,0.9000,0,0
[H]C([H])=C([H])c1c([H])sc([H])c1[H],QM7,0.5417,0,0
[H]C#Cc1c([H])sc([H])c1[H],QM7,1.0000,1,0
[H]c1sc([H])c(C([H])([H])C([H])([H])[H])c1[H],QM7,0.7200,0,0
[H]c1sc(N([H])C([H])([H])[H])c([H])c1[H],QM7,1.0000,1,0
[H]c1sc([H])c(N([H])C([H])([H])[H])c1[H],QM7,0.9474,0,0
[H]c1sc(OC([H])([H])[H])c([H])c1[H],QM7,0.9474,0,0
[H]c1sc([H])c(OC([H])([H])[H])c1[H],QM7,0.6800,0,0
[H]c1c(N([H])[H])sc(N([H])[H])c1[H],QM7,0.5882,0,0
[H]Oc1sc(N([H])[H])c([H])c1[H],QM7,1.0000,1,0
[H]Oc1c([H])sc(N([H])[H])c1[H],QM7,0.5238,0,0
[H]c1sc(N([H])[H])c(N([H])[H])c1[H],QM7,0.7895,0,0
[H]Oc1sc([H])c([H])c1N([H])[H],QM7,0.4800,0,0
[H]c1sc([H])c(N([H])[H])c1N([H])[H],QM7,0.9167,0,0
[H]Oc1c([H])sc([H])c1N([H])[H],QM7,0.5556,0,0
[H]c1sc(N([H])[H])c([H])c1N([H])[H],QM7,0.5500,0,0
[H]Oc1sc([H])c(N([H])[H])c1[H],QM7,0.5000,0,0
[H]Oc1c(N([H])[H])sc([H])c1[H],QM7,0.4783,0,0
[H]c1sc(C#N)c([H])c1[H],QM7,0.9000,0,0
[H]c1sc(C([H])([H])N([H])[H])c([H])c1[H],QM7,1.0000,1,0
[H]c1sc([H])c(C#N)c1[H],QM7,0.5806,0,0
[H]c1sc([H])c(C([H])([H])N([H])[H])c1[H],QM7,0.9474,0,0
[H]C(=O)c1sc([H])c([H])c1[H],QM7,0.9474,0,0
[H]OC([H])([H])c1sc([H])c([H])c1[H],QM7,0.6000,0,0
[H]C(=O)c1c([H])sc([H])c1[H],QM7,0.7500,0,0
[H]OC([H])([H])c1c([H])sc([H])c1[H],QM7,0.6522,0,0
[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],QM7,1.0000,2,0
[H]N1C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],QM7,0.9333,0,0
[H]N1C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],QM7,0.8824,0,0
[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],QM7,0.9091,0,0
[H]N1C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C1([H])[H],QM7,1.0000,1,0
[H]O[C@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H],QM7,0.9375,0,0
[H]C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],QM7,0.9286,0,0
[H]N([H])[C@]1([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],QM7,1.0000,1,0
[H]N1C([H])([H])C([H])([H])[C@]([H])(N([H])C([H])([H])[H])C1([H])[H],QM7,0.9474,0,0
[H][C]([H])[N]N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],QM7,0.5000,0,0
[H]N([H])C([H])([H])[C@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],QM7,1.0000,2,0
[H]N1C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C#N,QM7,0.9474,0,0
[H]N([H])C([H])([H])[C@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H],QM7,0.9474,0,0
[H]N1C([H])([H])C([H])([H])[C@]([H])(C#N)C1([H])[H],QM7,0.8571,0,0
[H][N][C]([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],QM7,0.5000,0,0
[H]O[C@]1([H])C([H])([H])N([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],QM7,1.0000,1,0
[H]O[C@@]1([H])C([H])([H])N([H])C([H])([H])[C@]1([H])C([H])([H])[H],QM7,1.0000,1,0
[H]O[C@@]1([H])C([H])([H])C([H])([H])N([H])[C@]1([H])C([H])([H])[H],QM7,1.0000,1,0
[H]O[C@@]1(C([H])([H])[H])C([H])([H])N([H])C([H])([H])C1([H])[H],QM7,0.7727,0,0
[H]O[C@]1([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],QM7,0.9444,0,0
[H]N1C([H])([H])C([H])([H])[C@]([H])(OC([H])([H])[H])C1([H])[H],QM7,0.9474,0,0
[H]O[C@@]1([H])C([H])([H])N([H])C([H])([H])[C@]1([H])N([H])[H],QM7,0.6316,0,0
[H]N1C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],QM7,0.9375,0,0
[H]N1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],QM7,0.9167,0,0
[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],QM7,0.9375,0,0
[H]O[C@@]1([H])C([H])([H])N([H])C([H])([H])[C@]1([H])O[H],QM7,0.9167,0,0
[H]OC([H])([H])[C@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],QM7,1.0000,2,0
[H]C(=O)[C@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],QM7,0.8500,0,0
[H]OC([H])([H])[C@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H],QM7,0.6957,0,0
[H]C(=O)[C@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H],QM7,1.0000,1,0
[H]N1C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],QM7,0.8824,0,0
[H]C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],QM7,0.9231,0,0
[H]N1C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],QM7,0.9375,0,0
[H]C([H])([H])N1C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],QM7,0.8000,0,0
[H]N1C([H])([H])[C@@]([H])(N([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],QM7,1.0000,3,0
[H]N1C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C1([H])[H],QM7,0.9167,0,0
[H]N1C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(N([H])[H])C1([H])[H],QM7,0.6364,0,0
[H]N1C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],QM7,1.0000,2,0
[H]N([H])[C@@]1([H])C([H])([H])C([H])([H])N([H])[C@]1([H])C([H])([H])[H],QM7,0.7143,0,0
[H]N1C([H])([H])C([H])([H])[C@](N([H])[H])(C([H])([H])[H])C1([H])[H],QM7,0.8947,0,0
[H]N1C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],QM7,0.9474,0,0
[H]C([H])=C([H])[C@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],QM7,1.0000,1,0
[H]C#C[C@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],QM7,0.9474,0,0
[H]N1C([H])([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C1([H])[H],QM7,1.0000,3,0
[H]C([H])=C([H])[C@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H],QM7,0.8182,0,0
[H]C#C[C@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H],QM7,1.0000,1,0
[H]C1=C([H])C([H])([H])C([H])=C1[H],QM7,0.8889,0,0
[H]C1=C([H])C([H])([H])C(C([H])([H])[H])=C1[H],QM7,0.9333,0,0
[H]C1=C([H])C([H])([H])C([H])=C1C([H])([H])[H],QM7,0.9375,0,0
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])=C1[H],QM7,0.9091,0,0
[H]C1=C([H])C([H])(N([H])[H])C([H])=C1[H],QM7,0.7000,0,0
[H]OC1([H])C([H])=C([H])C([H])=C1[H],QM7,0.8333,0,0
[H]C1=C([H])C([H])([H])C(C([H])([H])[H])=C1C([H])([H])[H],QM7,0.9375,0,0
[H]C1=C(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])=C1[H],QM7,1.0000,1,0
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])=C1C([H])([H])[H],QM7,0.9375,0,0
[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])=C1[H],QM7,0.9091,0,0
[H]C1=C([H])[C@@]([H])(C([H])([H])[H])C([H])=C1C([H])([H])[H],QM7,0.9375,0,0
[H]C([H])=C([H])C1=C([H])C([H])=C([H])C1([H])[H],QM7,1.0000,1,0
[H]C([H])=C([H])C1=C([H])C([H])([H])C([H])=C1[H],QM7,1.0000,1,0
[H]C([H])=C([H])C1([H])C([H])=C([H])C([H])=C1[H],QM7,0.6500,0,0
[H]C1=C([H])C([H])(N([H])C([H])([H])[H])C([H])=C1[H],QM7,1.0000,1,0
[H]C#CC1=C([H])C([H])=C([H])C1([H])[H],QM7,0.5000,0,0
[H]C#CC1=C([H])C([H])([H])C([H])=C1[H],QM7,0.5652,0,0
[H]C#CC1([H])C([H])=C([H])C([H])=C1[H],QM7,0.5000,0,0
[H]C1=C([H])C([H])([H])C(C([H])([H])C([H])([H])[H])=C1[H],QM7,0.9444,0,0
[H]C1=C([H])C([H])([H])C([H])=C1C([H])([H])C([H])([H])[H],QM7,0.8182,0,0
[H]C1=C([H])C([H])(C([H])([H])C([H])([H])[H])C([H])=C1[H],QM7,0.9286,0,0
[H]C1=C([H])C([H])([H])C(C#N)=C1[H],QM7,0.4815,0,0
[H]C1=C([H])C([H])([H])C([H])=C1C#N,QM7,1.0000,1,0
[H]C1=C([H])C([H])(C#N)C([H])=C1[H],QM7,0.9286,0,0
[H]C1=C([H])C([H])([H])C(C([H])([H])N([H])[H])=C1[H],QM7,0.6364,0,0
[H]C1=C([H])C([H])([H])C([H])=C1C([H])([H])N([H])[H],QM7,0.6522,0,0
[H]C1=C([H])C([H])(C([H])([H])N([H])[H])C([H])=C1[H],QM7,0.5000,0,0
[H]O[C@@]1([H])C([H])=C([H])C([H])=C1C([H])([H])[H],QM7,0.5909,0,0
[H]O[C@@]1([H])C([H])=C([H])C(C([H])([H])[H])=C1[H],QM7,0.6818,0,0
[H]OC1(C([H])([H])[H])C([H])=C([H])C([H])=C1[H],QM7,0.9231,0,0
[H]C1=C([H])C([H])([H])C(OC([H])([H])[H])=C1[H],QM7,0.8947,0,0
[H]C1=C([H])C([H])([H])C([H])=C1OC([H])([H])[H],QM7,0.7727,0,0
[H]C1=C([H])C([H])(OC([H])([H])[H])C([H])=C1[H],QM7,1.0000,1,0
[H]C(=O)C1=C([H])C([H])=C([H])C1([H])[H],QM7,0.7200,0,0
[H]C(=O)C1=C([H])C([H])([H])C([H])=C1[H],QM7,0.6190,0,0
[H]C(=O)C1([H])C([H])=C([H])C([H])=C1[H],QM7,0.9286,0,0
[H]OC([H])([H])C1=C([H])C([H])=C([H])C1([H])[H],QM7,0.9444,0,0
[H]OC([H])([H])C1=C([H])C([H])([H])C([H])=C1[H],QM7,0.6087,0,0
[H]OC([H])([H])C1([H])C([H])=C([H])C([H])=C1[H],QM7,1.0000,1,0
[H]C1=C([H])[C@]([H])(N([H])[H])C(C([H])([H])[H])=C1[H],QM7,0.4783,0,0
[H]C1=C([H])[C@]([H])(N([H])[H])C([H])=C1C([H])([H])[H],QM7,0.5417,0,0
[H]C1=C([H])C(N([H])[H])(C([H])([H])[H])C([H])=C1[H],QM7,0.6000,0,0
[H]C1=C(C([H])([H])[H])C(C([H])([H])[H])=C([H])C1([H])[H],QM7,1.0000,1,0
[H]C1=C([H])[C@@]([H])(C([H])([H])[H])C(C([H])([H])[H])=C1[H],QM7,0.9412,0,0
[H]N1C(=O)C([H])([H])C1([H])[H],QM7,0.8462,0,0
[H]N1C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],QM7,0.9333,0,0
[H]N1C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],QM7,0.6667,0,0
[H]C([H])([H])N1C(=O)C([H])([H])C1([H])[H],QM7,0.6364,0,0
[H]N1C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],QM7,0.6000,0,0
[H]N1C(=O)C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],QM7,0.5909,0,0
[H]C([H])([H])N1C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],QM7,1.0000,1,0
[H]N([H])N1C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],QM7,1.0000,1,0
[H]ON1C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],QM7,0.5217,0,0
[H]C([H])([H])N1C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],QM7,0.6000,0,0
[H]N([H])N1C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],QM7,0.4815,0,0
[H]ON1C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],QM7,0.4815,0,0
[H]N1C(=O)[C@@](N([H])[H])(C([H])([H])[H])C1([H])[H],QM7,0.5600,0,0
[H]N1C(=O)[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],QM7,1.0000,1,0
[H]N([H])[C@@]1([H])C(=O)N([H])[C@]1([H])C([H])([H])[H],QM7,1.0000,1,0
[H]O[C@@]1([H])C(=O)N([H])[C@]1([H])C([H])([H])[H],QM7,0.6818,0,0
[H]O[C@@]1(C([H])([H])[H])C(=O)N([H])C1([H])[H],QM7,0.5000,0,0
[H]C([H])=C([H])[C@]1([H])N([H])C(=O)C1([H])[H],QM7,0.7083,0,0
[H]N1C(=O)C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],QM7,0.6522,0,0
[H]C([H])=C([H])[C@]1([H])C(=O)N([H])C1([H])[H],QM7,0.5769,0,0
[H]N1C(=O)[C@@]([H])(C([H])([H])C([H])([H])[H])C1([H])[H],QM7,0.6538,0,0
[H]C([H])=C([H])N1C(=O)C([H])([H])C1([H])[H],QM7,1.0000,1,0
[H]C([H])([H])C([H])([H])N1C(=O)C([H])([H])C1([H])[H],QM7,0.7083,0,0
[H]N([H])[C@]1([H])C(=O)N(C([H])([H])[H])C1([H])[H],QM7,0.5833,0,0
[H]O[C@]1([H])C(=O)N(C([H])([H])[H])C1([H])[H],QM7,0.5833,0,0
[H]N1C(=O)[C@@]([H])(N([H])C([H])([H])[H])C1([H])[H],QM7,0.6000,0,0
[H][C]([H])[N]N1C(=O)C([H])([H])C1([H])[H],QM7,0.4444,0,0
[H]N(N1C(=O)C([H])([H])C1([H])[H])C([H])([H])[H],QM7,0.7619,0,0
[H]N1C(=O)[C@@]([H])(OC([H])([H])[H])C1([H])[H],QM7,0.5938,0,0
[H]C([H])([H])ON1C(=O)C([H])([H])C1([H])[H],QM7,0.6957,0,0
[H]N([H])C([H])([H])[C@]1([H])N([H])C(=O)C1([H])[H],QM7,0.5652,0,0
[H]N([H])C([H])([H])[C@]1([H])C(=O)N([H])C1([H])[H],QM7,0.6000,0,0
[H][N][C]([H])N1C(=O)C([H])([H])C1([H])[H],QM7,0.5652,0,0
[H]C#C[C@]1([H])N([H])C(=O)C1([H])[H],QM7,0.4800,0,0
[H]N1C(=O)C([H])([H])[C@]1([H])C#N,QM7,0.6250,0,0
[H]C#C[C@]1([H])C(=O)N([H])C1([H])[H],QM7,0.4783,0,0
[H]N1C(=O)[C@@]([H])(C#N)C1([H])[H],QM7,0.6000,0,0
